TARGET_B,TARGET_D,CONTROL_NUMBER,MONTHS_SINCE_ORIGIN,DONOR_AGE,IN_HOUSE,URBANICITY,CLUSTER_CODE,HOME_OWNER,DONOR_GENDER,INCOME_GROUP,PUBLISHED_PHONE,WEALTH_RATING,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,PEP_STAR,RECENT_STAR_STATUS,recency_freq_status,RECENT_CARD_RESPONSE_PROP,MONTHS_SINCE_LAST_PROM_RESP,LAST_GIFT_AMT,NUMBER_PROM_12,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT
1,38,155607,89,43,0,S,14,H,F,7,0,9,3152,853,96,1,1,S3,0.091,15,37,13,15,85
0,0,156557,53,43,0,S,14,H,F,7,1,8,2379,622,85,1,1,S3,0.182,18,20,7,18,52
0,0,158802,65,43,0,C,24,H,F,6,1,8,5639,891,91,0,0,A1,0.143,21,15,11,21,57
0,0,159143,17,43,0,C,24,H,F,5,0,,2224,541,86,0,0,F1,0,20,25,11,20,20
0,0,159156,41,43,0,C,24,H,M,7,0,,2221,540,86,0,0,A3,0.143,16,20,13,16,31
1,15,159696,17,43,0,R,49,H,F,2,1,,1392,343,69,0,0,F1,0.5,17,15,10,17,17
0,0,161312,17,43,0,R,52,H,M,4,0,,516,189,41,0,0,F1,0.333,20,20,10,20,20
0,0,161393,65,43,0,S,20,U,F,2,0,3,930,321,45,1,1,S4,0.545,19,14,14,19,57
0,0,161593,29,43,0,S,21,H,M,4,0,,690,230,49,0,0,A1,0,18,15,10,18,31
0,0,162958,41,43,0,U,9,H,M,3,0,,2667,257,12,1,1,S4,0.4,20,5,12,18,41
0,0,162996,29,43,0,U,9,U,F,1,0,,0,192,3,0,0,N2,0.4,21,15,13,21,23
1,11,163731,77,43,0,S,13,U,M,5,0,9,4763,502,60,1,0,A3,0.375,21,10,13,17,66
1,25,163757,29,43,0,S,13,U,F,2,0,,4255,646,74,0,0,A3,0.167,18,30,13,18,29
0,0,164354,17,43,0,U,2,H,F,6,0,,2430,507,73,0,0,N3,0.5,19,3,12,17,20
1,5,165056,65,43,0,C,27,H,F,6,1,6,1884,454,75,1,1,S3,0.5,24,8,7,24,63
1,22,165287,77,43,0,C,22,U,M,,0,0,2811,524,88,0,0,A1,0,19,22,13,19,66
0,0,165379,77,43,0,S,13,H,F,6,1,,3675,732,90,0,0,A1,0,24,20,9,24,67
0,0,165853,41,43,0,S,18,H,M,5,0,6,1237,451,76,1,0,A3,0.182,19,20,13,19,44
0,0,166031,17,43,0,S,11,H,M,6,0,,2831,436,51,0,0,F1,0.333,20,20,10,20,20
1,15,166337,29,43,0,S,13,H,M,7,0,,5813,1221,95,0,0,N1,0,,15,8,23,23
0,0,167876,89,43,0,S,12,U,U,,0,8,3230,650,79,0,0,A2,0.1,23,25,15,23,89
0,0,168137,53,43,0,S,14,U,F,,0,8,518,160,35,1,0,A1,0.1,25,45,12,25,53
0,0,168188,29,43,0,U,2,H,M,6,0,,2794,637,85,1,0,A4,0.571,20,6,13,18,28
1,35,168535,77,43,0,U,6,H,M,3,0,,2103,333,31,0,0,A1,0.143,25,35,11,25,77
0,0,168603,137,43,0,U,2,H,F,7,1,8,2465,569,83,0,0,A3,0.273,16,10,14,16,116
1,8,168823,113,43,0,C,30,H,M,2,0,,1570,339,46,1,0,A4,0.4,15,9,15,15,105
0,0,169315,113,43,0,C,30,H,M,3,0,,927,203,58,0,0,A3,0.4,20,10,13,18,111
0,0,169381,101,43,0,S,18,H,M,5,0,,1383,428,73,0,0,A1,0,18,15,12,18,91
0,0,169716,17,43,0,S,20,H,F,5,0,,1910,317,58,0,0,F1,0.333,21,20,10,21,21
0,0,170836,65,43,0,T,35,H,F,6,0,2,2741,485,83,1,1,S4,0.545,18,10,12,16,53
0,0,171214,29,43,0,S,11,H,F,5,0,,1327,397,63,0,0,N1,0.333,23,25,10,23,23
0,0,171258,17,43,0,S,18,H,F,5,0,,1052,364,72,0,0,F1,0,16,20,12,16,16
0,0,171660,41,43,0,R,42,H,F,6,0,6,1914,448,85,0,0,A4,0.444,15,9,14,15,45
0,0,171661,41,43,0,R,42,H,F,7,0,7,1914,448,85,1,0,A4,0.273,16,12,15,16,45
1,25,172750,29,43,0,C,25,H,M,5,0,,967,300,84,0,0,A2,0.375,20,20,12,20,33
0,0,172829,101,43,0,C,27,H,M,7,1,4,997,385,76,1,1,S2,0,25,25,13,18,93
1,11,174360,101,43,0,S,14,H,F,4,1,9,1163,617,91,1,0,A2,0.182,16,12,14,16,101
0,0,175253,113,43,0,R,49,U,F,,0,7,638,307,81,1,0,A1,0,24,25,12,24,113
1,22,175396,77,43,0,U,10,H,F,5,0,3,409,220,50,0,0,A1,0.2,21,16,10,21,77
0,0,177487,17,43,0,T,37,H,M,5,0,,0,0,0,0,0,F1,0,19,15,10,19,19
0,0,178458,89,43,0,S,11,U,M,7,1,,2295,420,49,0,0,A2,0,15,15,10,15,89
0,0,179831,29,43,0,U,2,H,M,5,0,,1316,414,73,1,0,A3,0.333,18,10,13,18,28
0,0,180147,41,43,0,S,18,H,F,4,0,7,798,339,71,0,0,A1,0.111,20,16,12,20,45
0,0,180289,113,43,0,C,26,H,F,5,0,7,1275,405,55,1,0,A1,0,17,25,13,17,104
0,0,182607,53,43,0,T,36,U,M,4,0,1,419,226,69,0,0,A1,0.125,16,20,11,16,52
0,0,184964,41,43,0,R,44,H,M,4,1,,1188,331,53,0,0,A1,0.125,16,25,14,16,40
0,0,185035,113,43,1,U,3,H,M,6,0,6,4351,542,37,0,0,A1,0.111,16,25,26,16,104
0,0,185915,65,43,0,S,16,H,M,4,0,2,1622,300,36,1,1,S2,0.222,17,10,20,9,63
0,0,186371,41,43,0,U,3,H,M,7,0,,5782,1278,96,0,0,A1,0,20,20,19,9,41
1,25,187769,65,43,0,S,13,U,M,,0,9,5059,693,97,1,1,E4,1,16,12,7,16,56
0,0,191110,17,43,0,S,12,H,F,7,1,,2145,556,84,0,0,F1,0.5,16,20,12,16,16
0,0,191248,29,43,1,S,16,H,F,3,1,,790,398,96,0,0,N3,0.4,17,17,14,17,24
0,0,2393,65,44,0,C,30,U,M,,0,,397,207,60,1,0,A4,0.556,15,5,14,15,54
0,0,2561,89,44,0,T,34,U,M,7,0,2,1144,408,82,1,0,A1,0.111,18,15,25,18,86
0,0,3143,17,44,1,C,29,H,F,3,0,,580,215,68,0,0,N3,0.5,14,15,37,14,17
0,0,4820,101,44,1,U,1,U,U,,0,8,5071,314,24,1,0,A1,0.182,19,33,33,4,93
0,0,5038,113,44,1,R,48,U,F,,0,1,575,163,81,1,0,A3,0.273,17,33,31,17,113
0,0,6885,41,44,1,S,17,U,F,5,1,5,748,303,48,1,0,A3,0.273,15,20,29,8,45
1,5,12220,77,44,1,T,36,U,M,,0,4,470,245,80,1,1,S4,0.3,18,8,26,18,77
0,0,13030,65,44,1,T,40,H,F,4,1,7,879,458,96,0,0,A1,0.1,22,205,22,18,63
1,25,14233,41,44,1,C,27,U,M,3,1,,307,184,48,0,0,A1,0,26,25,22,18,41
1,10,16774,137,44,0,S,17,H,F,5,1,6,786,288,21,1,1,S4,0.364,16,10,15,16,126
0,0,18049,137,44,0,R,47,U,M,5,1,0,373,138,54,1,0,A1,0.1,19,20,14,19,129
0,0,19522,137,44,0,C,24,H,M,6,0,9,1275,537,84,1,1,S2,0.3,15,11,13,15,110
1,20,20015,65,44,0,C,27,U,U,,1,9,973,463,81,0,0,A1,0,23,21,12,23,63
1,40,20065,77,44,0,T,40,U,U,,0,,722,327,63,1,1,S1,0,25,24,13,25,77
1,15,23003,101,44,0,S,12,U,U,,1,9,848,489,94,1,0,A1,0.25,24,13,10,24,105
0,0,23235,41,44,0,R,49,H,M,2,1,,478,295,90,0,0,A1,0.1,27,25,10,27,41
0,0,24388,77,44,0,C,22,H,M,3,1,7,608,229,54,0,0,A2,0.273,18,14,13,18,76
0,0,24446,53,44,0,T,40,H,F,6,1,,668,322,88,1,0,A4,0.545,22,6,12,22,53
1,10,24915,29,44,0,?,,H,F,5,0,,853,445,89,0,0,N2,0.333,21,15,11,21,26
0,0,25106,113,44,0,R,49,H,F,3,1,3,803,333,84,1,0,A1,0,26,15,10,26,105
0,0,25387,89,44,0,C,24,H,M,7,1,9,945,546,96,1,1,S3,0.4,19,4,10,19,79
0,0,25817,101,44,0,S,18,U,F,,0,7,748,432,85,1,0,A1,0.111,21,25,13,21,93
0,0,26194,53,44,0,T,35,H,F,7,1,9,2429,794,90,1,0,A2,0.091,21,30,13,21,53
0,0,26901,89,44,0,S,11,H,M,6,1,8,1109,435,49,0,0,A2,0.167,17,17,6,17,80
0,0,27271,29,44,0,T,35,H,M,5,1,,1185,419,91,0,0,N1,0.25,23,20,8,23,23
0,0,33064,17,44,0,C,24,H,M,4,0,,1201,406,73,0,0,N3,0.333,16,7,13,16,20
1,11,33190,113,44,0,C,24,U,F,,0,8,1010,407,87,1,1,S2,0.222,21,12,14,21,102
0,0,33346,89,44,0,T,39,H,M,3,1,6,587,341,70,0,0,A1,0,17,20,13,17,53
1,5,33526,89,44,0,R,47,H,F,4,0,2,440,185,72,0,0,A3,0.3,20,15,14,19,81
0,0,33988,29,44,0,T,36,H,F,4,0,,605,188,74,0,0,A1,0.333,17,18,10,17,29
1,6,33994,101,44,0,T,40,H,M,6,1,6,819,348,86,0,0,A3,0.222,18,9,12,18,93
0,0,35660,53,44,0,S,12,U,M,,0,7,1711,644,67,0,0,A2,0.182,25,10,12,25,53
0,0,36587,29,44,0,S,12,H,F,6,0,,1037,439,96,0,0,N1,0.25,24,15,7,24,24
0,0,38203,65,44,0,U,8,U,M,,1,5,813,234,67,1,1,S2,0.364,20,23,14,18,57
0,0,38656,41,44,0,S,19,U,F,,1,,1025,408,56,0,0,A2,0.091,16,10,13,16,41
0,0,40452,41,44,0,C,22,H,F,6,1,,1310,414,66,0,0,A2,0,18,20,12,18,42
0,0,44104,29,44,0,C,25,U,M,2,1,,641,253,44,1,0,A3,0.5,18,25,13,18,29
0,0,44989,113,44,0,R,51,H,F,2,1,2,623,202,87,1,0,A1,0.111,16,20,12,16,113
0,0,47645,41,44,0,R,51,U,F,6,1,,579,216,92,1,0,A4,0.4,23,5,13,18,40
0,0,50111,41,44,0,T,34,H,M,6,1,8,1343,330,66,0,0,A1,0,17,15,12,17,44
0,0,51751,77,44,0,C,28,H,F,3,1,6,663,319,83,1,0,A4,0.125,17,7,13,17,76
1,25,53078,41,44,0,T,35,H,F,5,1,9,1217,567,96,0,0,A1,0.2,24,25,12,24,44
0,0,53286,113,44,0,S,12,H,F,5,0,,568,324,92,1,1,S3,0.25,16,5,12,16,104
1,30,53753,101,44,0,S,11,H,F,6,1,9,1239,534,81,1,0,A1,0,19,20,13,19,99
0,0,56845,137,44,0,S,21,U,F,3,0,,511,262,54,0,0,A3,0.1,26,50,13,18,122
1,36,57092,53,44,0,T,35,H,M,7,1,9,1110,452,84,1,1,S2,0.182,16,40,15,16,52
0,0,59304,113,44,0,T,35,H,M,5,1,9,1531,633,95,1,0,A3,0,18,13,13,18,104
0,0,61078,41,44,0,R,44,H,M,4,1,,647,366,80,1,1,S4,0.5,18,10,13,18,40
0,0,61117,65,44,0,C,23,H,F,6,1,7,781,321,62,0,0,A1,0.25,20,15,11,20,65
0,0,61118,77,44,0,C,32,H,F,5,1,,363,264,70,0,0,A2,0.167,16,20,13,16,67
0,0,63912,41,44,0,T,40,U,M,1,1,,679,378,86,1,1,S4,0.667,16,15,12,16,40
0,0,64571,77,44,0,R,45,U,F,4,0,2,398,241,77,0,0,A1,0.167,20,30,13,20,74
1,15,64772,41,44,0,C,31,H,M,4,1,4,710,163,41,0,0,A4,0.2,17,10,13,17,44
0,0,65234,29,44,0,U,8,H,F,3,1,,574,391,85,0,0,N1,0,,15,8,22,22
0,0,66337,53,44,0,S,16,H,M,4,0,,640,429,96,1,0,A1,0.1,18,15,13,18,52
0,0,66710,29,44,0,R,44,U,F,2,1,,608,403,81,0,0,N1,0,,20,8,23,23
0,0,69384,41,44,0,T,40,U,F,,0,8,903,431,82,0,0,A1,0.111,18,50,14,18,44
0,0,69931,137,44,0,T,40,U,U,,0,7,855,551,93,1,0,A1,0.111,24,25,12,24,127
0,0,70261,113,44,0,C,30,H,M,5,1,1,269,219,81,0,0,A1,0,18,20,11,18,113
0,0,71193,137,44,0,T,39,U,F,7,1,3,434,215,56,1,1,S3,0.545,24,5,13,24,120
0,0,71674,41,44,0,T,35,H,M,5,1,,817,488,95,0,0,A3,0.375,20,50,13,20,33
0,0,74861,29,44,0,R,44,H,M,5,0,,584,373,85,0,0,A3,0.286,16,50,13,16,32
0,0,75455,113,44,0,R,45,H,F,6,0,4,299,258,74,0,0,A1,0.125,23,25,13,23,105
0,0,77312,29,44,0,S,16,H,F,5,1,,850,385,96,0,0,A3,0.25,24,25,13,18,33
0,0,77865,89,44,0,S,18,H,M,7,1,8,802,325,92,1,0,A1,0.182,23,19,12,23,89
0,0,79120,77,44,0,C,27,H,M,5,1,5,377,311,58,1,0,A2,0.2,21,20,13,18,74
0,0,81144,77,44,0,R,49,U,M,2,1,3,451,242,82,1,1,S2,0.111,18,16,13,18,69
0,0,81807,17,44,0,R,51,U,M,6,0,,366,285,61,0,0,F1,0.5,17,20,11,17,17
1,5,82457,137,44,0,U,9,H,F,2,1,,687,230,29,1,1,S3,0.714,17,7,12,17,127
0,0,83564,113,44,0,U,8,H,M,3,1,3,792,277,27,0,0,A1,0.091,17,30,14,17,104
0,0,86656,29,44,0,R,51,H,M,2,1,,200,228,87,0,0,A1,0.333,19,15,10,19,33
0,0,88273,29,44,0,T,34,H,F,6,1,,1073,550,88,0,0,N1,0.2,24,50,12,24,24
0,0,88450,113,44,0,S,14,H,M,7,1,9,2673,761,97,1,0,A1,0.091,24,20,12,24,101
0,0,89228,29,44,0,T,40,H,M,5,1,,869,428,88,0,0,A1,0.167,17,20,10,17,30
1,15,89288,77,44,0,S,18,H,F,6,1,3,1243,414,65,0,0,A1,0,24,17,10,24,75
0,0,89683,41,44,0,S,11,H,M,5,1,,1340,348,59,0,0,A2,0,20,20,13,18,40
0,0,90291,113,44,0,S,13,H,M,5,1,8,1142,450,86,0,0,A4,0.333,17,10,14,17,111
1,20,90816,101,44,0,S,20,U,F,,0,5,777,378,50,1,1,S4,0.727,18,27,14,18,91
0,0,90887,65,44,0,S,21,H,F,4,1,5,485,398,84,0,0,A1,0,26,15,10,26,61
0,0,91649,137,44,0,S,18,H,M,5,1,7,1116,464,99,1,0,A1,0,18,17,11,18,130
0,0,91964,113,44,0,S,17,U,F,3,0,4,986,355,45,1,0,A1,0,30,10,13,18,113
0,0,92357,41,44,0,S,11,H,F,5,1,6,1149,349,88,0,0,A2,0.2,18,20,13,18,45
0,0,93881,41,44,0,U,8,U,M,4,1,,563,261,46,0,0,A1,0,26,20,9,26,39
1,15,97736,65,44,0,C,28,U,M,5,1,3,570,273,69,0,0,A1,0,20,15,10,20,65
0,0,98176,41,44,0,R,45,U,M,2,0,,391,239,76,0,0,A1,0,17,25,14,17,42
0,0,99216,89,44,0,T,37,H,F,4,1,2,384,209,71,1,0,A1,0,30,50,13,18,85
0,0,99524,113,44,0,S,18,U,U,,0,,988,509,84,1,1,S3,0.333,17,5,12,17,110
0,0,100134,113,44,0,S,16,H,F,4,0,5,657,295,76,1,0,A1,0.182,19,40,13,19,105
0,0,100349,113,44,0,C,24,H,F,5,0,9,2182,661,99,1,0,A1,0.4,20,13,12,20,113
0,0,100652,137,44,0,S,16,H,M,6,0,7,965,431,97,1,0,A2,0.25,15,5,10,15,126
0,0,103001,29,44,0,T,36,H,M,3,0,,414,185,61,0,0,N1,0.25,23,15,8,23,23
0,0,105644,101,44,0,T,36,U,F,4,0,2,380,259,68,1,0,A1,0,16,52,13,16,93
0,0,107204,125,44,0,C,25,H,F,2,1,1,473,205,32,0,0,A1,0,19,15,13,19,125
0,0,108475,65,44,0,U,2,U,U,,0,8,907,315,53,0,0,A1,0.1,26,20,10,26,64
0,0,108883,17,44,0,C,24,H,F,7,1,,763,431,62,0,0,F1,0.5,15,15,8,15,15
1,20,109539,137,44,0,T,36,H,F,5,1,6,599,271,69,1,0,A1,0,21,20,12,21,129
0,0,109567,77,44,0,T,41,U,M,7,1,5,591,241,90,1,0,A1,0.111,16,20,13,16,69
0,0,110084,41,44,0,C,32,H,F,3,1,,326,67,58,1,1,S4,0.5,17,8,13,17,41
1,18,110094,113,44,0,C,33,H,F,3,1,3,421,194,37,0,0,A2,0.286,16,15,13,16,105
0,0,111316,89,44,0,T,36,H,M,4,1,6,474,265,77,1,0,A2,0,25,10,13,18,88
0,0,111488,101,44,0,T,39,H,F,3,1,6,576,238,80,1,1,S2,0.143,22,15,11,22,93
1,25,111615,137,44,0,C,32,H,F,3,0,4,356,229,75,1,1,S2,0.125,15,20,6,15,127
0,0,113133,29,44,0,C,28,H,F,4,1,,471,384,81,0,0,A1,0.167,18,17,10,18,33
0,0,115204,113,44,0,R,51,U,M,,0,0,223,164,78,1,0,A2,0,20,25,13,18,104
0,0,116496,53,44,0,S,14,H,F,5,1,8,748,414,90,0,0,A3,0.25,17,6,12,15,53
0,0,116679,137,44,0,C,31,H,F,4,0,3,525,197,1,1,0,A1,0,24,50,12,24,130
0,0,118748,77,44,0,C,22,H,F,6,0,7,923,331,52,0,0,E1,0,15,15,8,15,68
1,17,118823,137,44,0,S,14,H,F,7,0,,1599,475,60,1,0,A2,0,18,20,8,18,124
0,0,119937,41,44,0,R,45,U,M,1,0,,422,252,78,0,0,A3,0.222,15,10,12,15,45
1,20,120821,65,44,0,T,39,U,M,2,0,2,946,572,94,0,0,A1,0,26,15,11,26,64
1,10,121385,113,44,0,S,14,H,M,7,1,9,1123,733,95,1,0,A2,0.125,18,12,12,18,113
0,0,122202,53,44,0,C,24,H,M,7,1,9,1352,833,90,0,0,A1,0,18,25,13,18,52
0,0,123781,101,44,0,C,27,H,M,7,0,7,1714,470,62,0,0,A3,0.273,15,50,14,15,93
0,0,124569,137,44,0,R,45,H,F,7,0,4,424,203,72,1,1,S2,0.222,21,15,13,21,127
0,0,124768,125,44,0,S,19,H,F,3,1,5,704,285,66,0,0,A1,0.111,20,25,13,20,122
0,0,124940,29,44,0,T,39,H,M,3,1,,492,171,43,0,0,N1,0.25,24,20,7,24,24
0,0,125734,77,44,0,S,17,H,F,4,1,8,684,306,40,1,1,S2,0.4,16,10,13,16,68
0,0,127475,17,44,0,S,11,H,F,7,1,,1407,454,50,0,0,F1,0.5,17,20,11,17,17
0,0,127643,77,44,0,R,45,H,F,5,1,3,456,196,76,0,0,A1,0,26,20,10,26,69
0,0,127699,77,44,0,T,41,H,M,2,1,2,152,208,79,0,0,A1,0,26,15,9,26,77
0,0,129105,101,44,0,S,14,H,F,4,1,8,1080,546,81,1,0,A1,0.222,18,13,12,18,92
1,20,129468,17,44,0,S,16,U,F,2,1,,717,333,78,0,0,F1,0.5,16,25,11,16,16
0,0,130277,89,44,0,S,18,H,M,5,0,5,673,259,67,0,0,A2,0.091,24,10,12,24,79
0,0,131086,41,44,0,T,35,U,F,4,0,7,1060,415,75,0,0,A2,0.286,22,15,12,22,45
0,0,134093,17,44,0,S,18,H,F,3,0,,696,348,80,0,0,N2,0.5,15,20,13,15,16
1,14,135016,77,44,0,C,30,U,F,1,1,0,433,194,44,1,1,S4,0.455,15,9,13,15,75
0,0,136467,77,44,0,C,26,U,F,6,0,3,1372,264,43,0,0,A3,0,15,16,10,15,75
1,2,136768,65,44,0,S,12,H,F,6,0,,2312,456,89,1,1,S2,0.111,19,10,13,19,57
1,6,137113,41,44,0,S,18,H,F,5,1,,821,392,91,1,1,S4,0.4,18,6,13,18,41
0,0,138151,89,44,0,C,27,H,F,5,0,5,714,304,89,1,0,A1,0.111,18,50,13,18,82
0,0,138407,65,44,0,C,28,U,F,,0,4,353,166,65,1,0,A1,0.273,22,15,12,22,62
1,30,138590,53,44,0,S,12,H,F,4,1,8,1094,463,93,0,0,A2,0,20,20,13,18,49
1,25,139799,17,44,0,T,34,H,F,5,1,,987,405,59,0,0,F1,0.5,16,25,12,16,16
0,0,142328,41,44,0,R,44,H,F,6,0,7,952,422,79,1,0,A3,0.444,16,13,14,16,43
0,0,143086,77,44,0,U,8,U,F,,0,2,1733,302,48,0,0,A2,0.111,18,16,13,18,74
0,0,146203,77,44,0,U,7,H,F,6,0,6,2374,571,85,0,0,A4,0.2,18,5,14,18,67
0,0,147316,101,44,0,S,18,H,F,6,0,7,1821,415,87,0,0,A1,0.2,24,15,12,24,93
0,0,148867,77,44,0,C,24,H,M,6,0,8,2377,621,84,1,0,A2,0.111,18,25,13,18,75
0,0,149078,137,44,0,C,24,H,M,6,1,9,4521,799,96,1,0,A1,0.2,17,10,12,17,130
0,0,149570,29,44,0,U,1,U,F,,0,,4974,356,29,0,0,A2,0.143,15,20,11,15,33
0,0,151955,101,44,0,S,12,H,M,7,1,8,1826,418,52,1,1,S2,0.286,19,15,13,19,92
1,25,152053,65,44,0,S,14,H,F,7,0,9,3071,626,93,1,1,S2,0.182,26,10,13,18,65
1,20,154544,137,44,0,T,36,U,F,,0,2,653,194,57,1,0,A1,0.091,17,17,13,17,130
1,15,155478,29,44,0,C,30,H,F,4,0,,0,338,57,0,0,A4,0.429,20,10,13,18,29
1,25,156457,41,44,0,U,4,U,F,,0,1,0,0,0,0,0,A1,0.143,16,25,14,16,45
0,0,158563,41,44,0,S,14,H,M,7,0,,4105,871,81,1,1,S3,0.636,20,12,13,20,43
0,0,158841,89,44,0,T,35,U,M,,0,,5551,385,47,1,0,A1,0.182,21,15,12,21,89
0,0,160938,17,44,0,C,27,H,M,6,1,,857,415,57,0,0,F1,0.333,21,15,8,21,21
0,0,161073,53,44,0,S,16,H,M,2,1,2,763,274,85,1,1,S2,0.1,23,15,12,23,52
0,0,163933,137,44,0,U,3,H,F,6,1,8,3909,657,71,1,1,S2,0.091,19,20,13,19,127
1,13,164167,137,44,0,S,14,H,F,6,1,7,2292,642,88,1,0,A1,0.143,17,13,12,17,126
0,0,164749,17,44,0,T,36,U,M,1,0,,437,230,75,0,0,F1,0.5,17,20,11,17,17
0,0,165705,89,44,0,C,24,H,M,5,0,8,2720,473,60,0,0,A1,0.222,18,15,13,18,79
1,20,166416,17,44,0,U,7,H,M,4,0,,1394,242,37,0,0,F1,0,16,20,12,16,16
1,30,167138,17,44,0,U,3,H,F,5,0,,2125,375,48,0,0,F1,0.333,21,20,10,21,21
0,0,167505,113,44,0,T,35,H,F,6,0,9,1188,231,1,1,0,A1,0.125,19,18,13,19,110
0,0,170066,77,44,0,R,46,U,M,,0,,1011,216,79,0,0,A1,0.333,23,20,10,23,66
0,0,170123,41,44,0,R,42,U,F,,0,,1229,294,69,0,0,A1,0,25,20,9,25,42
1,10,171631,137,44,0,S,12,H,F,4,0,6,1537,495,86,1,1,S2,0.273,20,17,13,20,128
0,0,171642,65,44,0,T,35,H,F,7,1,6,2133,471,91,0,0,A1,0.091,19,30,13,19,65
0,0,172990,137,44,0,T,41,H,F,3,1,0,668,205,75,1,0,A1,0.25,21,15,11,21,127
1,20,178722,137,44,0,S,18,H,F,7,1,7,1071,416,74,1,0,A1,0.125,23,20,10,23,126
0,0,178985,29,44,0,S,18,H,M,4,0,,1238,489,90,0,0,A3,0.25,22,20,12,22,32
0,0,180463,89,44,0,C,27,H,F,5,1,5,1005,368,78,1,1,S2,0.273,24,10,11,24,87
0,0,181598,89,44,0,T,40,U,M,3,1,4,1206,390,72,1,0,A4,0.4,19,14,15,19,89
0,0,184179,113,44,0,S,16,H,U,5,1,3,485,257,75,1,0,A1,0.091,21,17,13,21,113
1,50,186980,77,44,0,R,44,U,M,5,1,8,1076,490,92,1,1,S2,0.1,20,37,12,7,74
0,0,189134,89,44,0,S,15,U,M,4,1,,1827,329,15,0,0,A3,0.222,18,5,12,4,81
0,0,190747,29,44,1,U,2,H,M,7,1,,1103,471,92,0,0,A1,0.4,20,20,10,20,28
0,0,191482,101,44,1,?,,U,M,3,0,5,880,452,92,0,0,A1,0.1,18,16,14,18,90
1,8,220,77,45,0,C,30,H,M,2,0,2,550,387,83,1,1,S4,0.571,13,7,25,5,87
0,0,438,89,45,0,T,40,H,F,6,1,8,1400,318,77,0,0,A1,0.111,18,25,27,6,81
0,0,689,65,45,0,R,50,H,F,7,0,2,317,182,78,1,0,A1,0.6,12,10,27,5,69
1,10,1544,53,45,0,S,11,H,F,7,1,7,3260,509,79,0,0,A1,0,18,20,14,18,52
0,0,1631,29,45,0,U,7,U,F,3,0,,720,188,28,1,0,A3,0.636,15,20,28,5,44
1,10,1722,125,45,0,C,24,H,M,7,1,8,1668,648,83,1,0,A1,0.4,11,20,24,5,120
0,0,2168,41,45,0,S,12,U,F,3,1,8,1566,538,85,1,0,A3,0.364,18,12,24,18,45
0,0,5601,89,45,1,S,13,H,M,7,0,8,3675,732,90,1,1,S2,0.182,18,25,30,18,81
0,0,6348,101,45,1,?,,U,F,3,0,8,622,336,94,1,1,S2,0.273,23,6,31,5,100
1,10,8669,137,45,1,S,13,H,F,2,1,7,1757,472,79,1,1,S2,0.111,18,10,15,18,128
0,0,10294,65,45,1,?,,H,F,5,1,,634,495,93,0,0,A2,0.111,15,60,29,4,64
0,0,10545,89,45,1,R,46,H,F,4,0,0,533,247,67,1,0,A1,0.1,19,20,16,19,88
0,0,12216,77,45,1,T,39,H,M,5,0,1,599,320,81,1,1,S4,0.636,17,10,20,17,77
0,0,12524,77,45,1,C,25,U,F,7,1,,338,136,2,0,0,A3,0.286,19,10,21,19,76
0,0,13044,29,45,0,C,28,H,M,7,0,,779,370,76,0,0,N1,0.333,21,100,25,21,21
0,0,13082,65,45,0,C,28,H,M,2,1,,453,223,82,0,0,A3,0.25,17,0,36,4,63
0,0,13976,17,45,0,U,5,H,F,5,0,,629,354,97,0,0,F1,0.5,17,20,13,17,17
1,15,14406,89,45,1,S,13,U,F,7,1,9,5798,1036,96,0,0,A3,0.111,16,12,16,16,89
0,0,15209,137,45,0,R,49,U,F,3,0,5,585,260,79,1,1,S4,0.545,18,5,10,18,130
0,0,15700,113,45,0,R,43,U,F,3,0,4,519,255,83,0,0,A1,0,16,10,12,16,110
0,0,15823,125,45,0,T,39,U,F,2,0,4,692,285,83,0,0,A1,0,16,50,12,16,122
0,0,15958,77,45,0,T,41,H,M,5,1,2,429,232,86,1,1,S4,0.545,16,25,14,16,69
0,0,16249,17,45,0,T,39,H,F,4,1,,692,285,83,0,0,F1,0,16,15,11,16,16
0,0,16271,17,45,0,R,44,U,F,4,0,,691,337,83,0,0,N1,0.333,21,20,8,21,21
1,35,16777,29,45,0,S,11,H,F,6,0,,964,439,68,0,0,E1,0.25,15,25,10,15,29
0,0,16787,29,45,0,S,15,H,M,7,1,,980,390,36,0,0,F1,0,,100,13,18,18
0,0,17199,29,45,0,R,46,U,F,5,1,,602,295,81,1,0,A4,0.667,15,12,13,15,29
0,0,18343,77,45,0,R,47,U,F,1,1,,469,192,65,0,0,A3,0,19,9,12,19,67
0,0,18585,137,45,0,T,41,U,F,2,0,,689,295,70,1,1,S2,0.1,18,27,14,18,130
1,20,18750,53,45,0,T,36,U,F,,0,5,482,302,69,1,0,A1,0.182,25,15,11,25,53
1,13,20237,137,45,0,T,40,H,F,5,1,6,674,294,64,1,0,A1,0,26,13,9,26,129
0,0,20268,65,45,0,T,35,H,F,7,1,8,804,369,84,1,0,A1,0.125,16,20,8,16,65
1,10,20821,89,45,0,T,36,U,M,2,0,1,631,286,72,1,0,A3,0.273,20,10,13,20,89
0,0,20994,41,45,0,R,47,H,M,4,1,,465,204,66,0,0,A2,0.25,23,15,12,23,35
